image_id,asymmetry,colour,dots
PAT_31_42_680.png,0.3935546875,1.0,0.0
PAT_38_1002_668.png,0.2481689453125,1.0,0.0
PAT_50_76_728.png,0.1767578125,1.0,0.0
PAT_51_78_959.png,0.93505859375,3.0,0.0
PAT_145_216_924.png,0.30517578125,4.0,0.0
PAT_165_256_460.png,0.1436767578125,1.0,0.0
PAT_166_257_586.png,0.296142578125,1.0,0.0
PAT_181_280_417.png,0.156005859375,1.0,0.0
PAT_187_287_482.png,0.1761474609375,1.0,0.0
PAT_217_1291_419.png,0.222900390625,1.0,0.0
PAT_233_354_828.png,0.142578125,1.0,0.0
PAT_257_396_494.png,0.10137939453125,3.0,0.0
PAT_263_403_382.png,0.102294921875,1.0,0.0
PAT_295_639_240.png,0.1287841796875,1.0,0.0
PAT_303_652_943.png,0.07586669921875,1.0,0.0
PAT_308_661_184.png,0.4306640625,1.0,0.0
PAT_323_686_356.png,0.23046875,4.0,0.0
PAT_334_703_907.png,0.08099365234375,1.0,0.0
PAT_360_742_782.png,0.300048828125,2.0,0.0
PAT_368_1652_733.png,0.2474365234375,3.0,1.0
PAT_369_755_733.png,0.10430908203125,1.0,0.0
PAT_375_764_705.png,0.09368896484375,1.0,0.0
PAT_419_833_148.png,0.25927734375,1.0,1.0
PAT_423_839_717.png,0.3037109375,2.0,0.0
PAT_441_2868_663.png,0.75341796875,1.0,0.0
PAT_451_878_634.png,0.51123046875,2.0,0.0
PAT_460_893_307.png,0.11279296875,1.0,1.0
PAT_460_894_401.png,0.1834716796875,1.0,0.0
PAT_468_4775_268.png,0.302001953125,1.0,0.0
PAT_503_950_552.png,0.291748046875,1.0,0.0
PAT_513_965_496.png,0.28564453125,1.0,0.0
PAT_514_969_995.png,0.08343505859375,4.0,0.0
PAT_539_1023_928.png,0.10064697265625,3.0,0.0
PAT_541_3303_228.png,0.65087890625,1.0,0.0
PAT_567_1077_64.png,0.2403564453125,1.0,0.0
